0.165947,0.386193,0.14043,0.34834,0.136762,0.144043,-0.0584327,0.275342,-0.0469499,0.219725,-0.0303287,0.0617079,6.56396,418.061,0.919882,0.755205,5.85532,404.661,0.910516,0.815348,11.7924,369.022,0.94336,0.0576153,0.885586,24.8207,0.853072,0.897143,0.626306,21.6926,0.755585,0.938933,6.77045,82.3045,0.981466,0.0180563,3.91459,220.952,0.911063,0.838241,3.35279,194.053,0.898504,0.888484,9.62162,238.626,0.959558,0.0356732,5.15297,312.158,0.914711,0.803286,4.52306,298.064,0.903359,0.854442,10.7148,300.301,0.953023,0.0444832
0.281786,0.449393,0.24843,0.448022,0.115943,0.102227,-0.169012,0.349891,-0.146198,0.346478,-0.0545869,0.051821,13.6103,794.371,0.915204,0.482231,12.3137,796.463,0.907901,0.573694,12.8018,400.904,0.927249,0.131882,3.57369,109.68,0.906587,0.663942,2.8355,93.8506,0.853371,0.747691,8.01532,135.197,0.974851,0.0268526,8.2618,429.779,0.906667,0.607725,7.08847,392.82,0.89264,0.695439,10.8686,288.558,0.951905,0.0708721,11.6344,655.741,0.914093,0.517314,10.4695,654.778,0.903965,0.610782,12.0782,358.88,0.937914,0.108687
0.429378,0.427762,0.366959,0.459754,0.0848855,0.0720777,-0.249195,0.390944,-0.196326,0.38757,-0.0354898,0.0362974,15.0807,635.319,0.934315,0.172949,12.949,591.282,0.934113,0.34341,10.1501,263.885,0.920213,0.20198,4.60306,82.993,0.965629,0.390536,3.31964,65.0663,0.943618,0.577997,6.6355,89.8485,0.980066,0.0885353,9.41874,324.066,0.944977,0.332613,7.75009,292.203,0.933164,0.51029,8.9009,190.615,0.957117,0.13029,13.2088,515.988,0.938411,0.217323,11.0829,476.332,0.935224,0.408403,9.82847,245.311,0.935859,0.17599
0.245427,0.412923,0.197715,0.395282,0.167874,0.166423,-0.0774896,0.28107,-0.0646805,0.2489,-0.0272468,0.0624086,8.61568,536.189,0.910601,0.652367,7.51315,504.601,0.898558,0.733041,11.9355,383.14,0.951966,0.0886461,1.04793,26.1355,0.905168,0.845984,0.736396,21.5389,0.801985,0.891393,6.43333,78.2629,0.987104,0.0185275,5.06234,272.004,0.904686,0.761491,4.24829,236.41,0.889691,0.817153,10.0501,273.954,0.964654,0.0395035,6.63946,384.665,0.906831,0.709092,5.7236,360.526,0.89116,0.780223,11.1548,333.762,0.960026,0.0584963
0.406091,0.485093,0.266149,0.447454,0.158882,0.124087,-0.0567638,0.347063,-0.0266057,0.273436,-0.011259,0.0367656,13.2132,688.621,0.90334,0.417983,10.4748,618.474,0.898024,0.636939,12.344,353.535,0.932627,0.111101,1.71297,28.6744,0.903162,0.737274,0.903243,19.8413,0.790309,0.889587,7.43261,102.262,0.979512,0.0174923,8.78,421.557,0.897264,0.558888,6.60649,370.946,0.880582,0.743527,11.3858,289.317,0.951213,0.0634384,9.85658,495.19,0.895108,0.541513,7.52234,439.948,0.880227,0.730019,11.7364,312.192,0.946525,0.0689335
0.449642,0.442733,0.398093,0.481234,0.103466,0.0805421,-0.232061,0.398512,-0.185493,0.391392,-0.0381228,0.0384262,15.3249,671.788,0.919026,0.205298,12.9746,619.73,0.916314,0.360338,10.8171,287.019,0.92245,0.185452,3.76126,65.118,0.962449,0.45405,2.50505,48.096,0.936976,0.652385,6.69279,88.5757,0.980572,0.0582283,8.98541,312.094,0.933554,0.354207,7.07297,272.145,0.920982,0.551891,9.44324,205.462,0.956052,0.0968615,12.862,522.765,0.924182,0.251452,10.5427,475.862,0.918567,0.450382,10.4463,266.028,0.936429,0.141175
0.194448,0.427449,0.165257,0.419492,0.10535,0.121923,-0.19342,0.383886,-0.143356,0.351797,-0.0840008,0.0794042,7.63135,417.499,0.848038,0.660527,6.92414,425.617,0.830004,0.72646,12.1667,345.372,0.942137,0.0393012,1.41694,45.2137,0.807833,0.830353,1.13153,42.427,0.748214,0.888708,7.13423,96.4942,0.979618,0.0173362,2.84649,139.676,0.801272,0.831431,2.55333,138.652,0.77344,0.874283,9.0173,174.168,0.966619,0.0178265,6.41982,330.328,0.853663,0.685704,5.74757,335.976,0.83407,0.755281,11.351,295.4,0.950029,0.0301367
0.143206,0.380469,0.13661,0.364699,0.103771,0.12966,-0.101044,0.296698,-0.0766877,0.277686,-0.0579563,0.0725948,7.02523,437.929,0.854513,0.7453,6.55604,454.476,0.829282,0.785285,11.4272,336.469,0.944211,0.0501447,1.24541,38.4105,0.749442,0.862029,0.993514,36.7002,0.598316,0.903287,7.41712,119.229,0.973142,0.018304,3.53964,211.139,0.777311,0.839317,3.20685,205.347,0.742369,0.86869,9.5027,234.31,0.955921,0.0192768,5.88937,353.714,0.837569,0.768888,5.36847,366.28,0.806799,0.817891,10.7541,289.71,0.950607,0.0312003
0.388806,0.466325,0.298398,0.485755,0.0946511,0.082456,-0.317387,0.418113,-0.249436,0.414476,-0.0604138,0.0505229,15.2715,699.393,0.917728,0.256756,13.2883,674.048,0.910895,0.414458,11.9802,345.643,0.899322,0.161729,4.69514,113.746,0.932915,0.477752,3.68234,98.2568,0.895495,0.605774,7.96991,132.397,0.971656,0.0516035,8.36198,327.456,0.916199,0.4613,6.89856,303.294,0.892972,0.608572,9.76955,217.744,0.95253,0.0807927,13.709,610.215,0.917258,0.282451,11.818,575.979,0.908732,0.444132,11.2717,308.737,0.917036,0.149441
0.268321,0.462514,0.239744,0.438254,0.151039,0.159019,-0.0813411,0.328522,-0.0812755,0.300425,-0.0327718,0.0586586,11.5495,650.506,0.900162,0.551252,10.0877,630.264,0.889326,0.663747,13.2838,407.063,0.939512,0.10051,1.81658,40.6335,0.874945,0.749316,1.20252,33.329,0.761359,0.855399,8.00901,125.187,0.979259,0.0168293,6.67477,343.223,0.892491,0.678361,5.52937,323.552,0.871806,0.778294,11.6883,300.418,0.956689,0.0535367,8.82216,488.105,0.89653,0.635104,7.6418,470.97,0.880483,0.726236,12.5497,355.081,0.949591,0.0750858
