0.386082,0.383013,3.81784,947.554,0.345211,0.842333,0.060389,0.306701,8.41748,2143.8,0.336495,0.948274,0.148944,0.332317,5.81514,1475.26,0.33931,0.939093,-0.0116527,0.166436,3.87027,983.898,0.117564,0.971261,-0.0119344,0.158502,4.23676,1077.9,0.0332632,0.972528,-0.00707592,0.165807,4.42234,1124.68,0.0501195,0.969301
0.180393,0.341488,8.06198,2049.54,0.233043,0.938416,-0.155478,0.228828,4.87027,1241.92,0.21092,0.978295,-0.106414,0.24098,5.42162,1382.51,0.251714,0.975078,0.0353449,0.21232,6.81081,1733.74,0.155082,0.959495,0.0219704,0.114051,1.47063,374.919,-0.00289264,0.993882,0.015092,0.12683,2.29838,585.812,-0.00452916,0.989931
-0.0449242,0.514765,31.7232,8069.61,0.362222,0.7485,-0.371527,0.367701,33.5449,8552.48,0.402592,0.810617,-0.294342,0.376778,29.5514,7532.89,0.344267,0.838783,0.0233724,0.357942,19.9885,5082.96,0.210547,0.853348,-0.000463721,0.259625,11.1393,2834.61,0.165651,0.929809,-0.0230656,0.260474,12.5591,3197.9,0.169422,0.927925
0.23611,0.340347,6.19135,1569.55,0.367385,0.928994,0.00436502,0.280768,8.04324,2050.34,0.333278,0.957596,0.055134,0.290845,6.71477,1710.57,0.33477,0.959857,-0.0594172,0.183261,6.62162,1687.05,0.220868,0.964333,-0.0444751,0.149151,4.09207,1042.56,0.231337,0.978267,-0.0419808,0.150429,4.23063,1077.8,0.184664,0.977732
0.411369,0.199738,0.0403604,0.0403604,0.130843,0.956469,0.149,0.129164,0.0922523,23.4328,-0.000181626,0.999279,0.148569,0.141639,0.00036036,0.00036036,-0.000180213,0.99964,0.0563654,0.0601313,0.000540541,0.000540541,-0.000270343,0.99946,0.0452804,0.0527646,0.000540541,0.000540541,-0.000270343,0.99946,0.0427925,0.0565041,0.00162162,0.00162162,-0.000811469,0.998379
-0.0672147,0.497616,32.213,8198.93,0.370669,0.768041,-0.367362,0.352565,30.3724,7744.24,0.386444,0.834534,-0.294418,0.356503,26.3784,6724.75,0.304551,0.863925,0.0333055,0.350054,17.9679,4567.45,0.230121,0.860415,-0.00129353,0.247213,10.2611,2612.18,0.174455,0.938869,-0.0219305,0.242653,10.4868,2670.76,0.192821,0.941023
0.395935,0.192144,0.0336937,0.0336937,0.088093,0.964621,0.163366,0.127538,0.0018018,0.0018018,-0.000901713,0.998199,0.163042,0.140859,0.00216216,0.00216216,-0.00108225,0.997839,0.0294728,0.043774,0,0,1,1,0.0248136,0.0382083,0,0,1,1,0.024304,0.0384133,0,0,1,1
0.064142,0.183282,0.552432,140.504,-0.000433613,0.996578,-0.205584,0.123381,0.367568,93.7297,-0.000721241,0.998559,-0.172666,0.127696,0.367568,93.7297,-0.000721241,0.998559,0.0131917,0.113117,1.19568,304.623,-0.00235209,0.99424,0.0131878,0.061354,0.0918919,23.4324,-0.000180213,0.99964,0.00913451,0.0640144,0.183784,46.8649,-0.00036049,0.999279
0.272122,0.322444,8.08937,2048.74,0.162764,0.905345,-0.102867,0.244608,9.18919,2343.24,0.141251,0.960885,-0.0695924,0.240891,8.36288,2132.26,0.116655,0.964063,0.114785,0.211234,4.6627,1182.72,0.0973889,0.955178,0.0656766,0.142787,2.44234,620.875,-0.00467894,0.983099,0.0571424,0.144053,2.30288,585.816,0.102595,0.984894
0.203709,0.105119,0,0,1,1,-0.0311686,0.107069,0,0,1,1,-0.0242166,0.106391,0,0,1,1,0.0546547,0.0455386,0,0,1,1,0.0416365,0.0333213,0,0,1,1,0.0379922,0.0338962,0,0,1,1
0.197957,0.102133,0,0,1,1,-0.0284451,0.0987981,0,0,1,1,-0.0203155,0.100097,0,0,1,1,0.0474666,0.0401613,0,0,1,1,0.0375,0.0309502,0,0,1,1,0.0339463,0.0314987,0,0,1,1
0.473471,0.342574,2.41964,585.109,0.162658,0.826654,0.0876139,0.281336,6.76252,1722.02,0.200528,0.960744,0.174996,0.309257,4.85297,1229.68,0.18914,0.945374,0.0352562,0.173341,2.59153,655.944,0.0918742,0.968588,0.0198401,0.151522,2.67495,679.551,0.059218,0.978073,0.0259095,0.16364,2.95622,749.762,0.0799557,0.97037
0.306752,0.0959448,0,0,1,1,0.0872838,0.0824295,0,0,1,1,0.0903994,0.0856884,0,0,1,1,0.09891,0.0378195,0,0,1,1,0.0792543,0.0313929,0,0,1,1,0.0717766,0.0320825,0,0,1,1
0.303158,0.449961,14.4553,3653.75,0.205817,0.773887,-0.116867,0.390868,27.9872,7134.54,0.287399,0.856749,-0.0687339,0.382428,22.3874,5705.17,0.272016,0.879716,0.0995898,0.294656,10.8989,2764.17,0.123175,0.89348,0.0580748,0.240546,7.56577,1920.94,0.112766,0.936884,0.051427,0.239691,8.34396,2120.02,0.100619,0.936166
0.508621,0.257407,0.38955,70.4112,-0.00060168,0.860477,0.207076,0.212993,0.478198,117.181,-0.000976682,0.97955,0.24277,0.22294,0.117477,23.458,-0.00025358,0.973682,0.0675081,0.144939,0.571171,140.431,0.000145301,0.977583,0.0565758,0.123021,0.105946,23.355,0.00367905,0.985457,0.0575547,0.124453,0.289369,70.2195,0.000710412,0.985094
0.350612,0.181751,0.0232432,0.0232432,0.133913,0.974915,0.148138,0.121631,0.00108108,0.00108108,-0.000540833,0.998919,0.143385,0.133923,0.00144144,0.00144144,-0.000721241,0.998559,0.017329,0.0335454,0,0,1,1,0.0149078,0.0309301,0,0,1,1,0.015558,0.0302761,0,0,1,1
0.480654,0.231525,0.268649,46.9497,-0.000167893,0.896824,0.184368,0.176046,0.193694,46.8748,-0.000400346,0.989394,0.193838,0.186264,0.103964,23.4445,-0.000230566,0.987604,0.0635871,0.116923,0.378559,93.5577,0.00119656,0.98706,0.0541407,0.101833,0.00882883,0.00882883,-0.00443399,0.991191,0.0534297,0.104904,0.192613,46.7822,0.0015638,0.990291
0.255722,0.366307,8.95225,2271.61,0.269129,0.912152,-0.134226,0.257096,5.88108,1499.68,0.207808,0.973836,-0.0730584,0.27139,6.43243,1640.27,0.250326,0.970445,0.0832254,0.225586,6.72685,1710.31,0.107191,0.951266,0.0404198,0.134488,1.84,468.651,0.087283,0.990285,0.0339742,0.149019,3.21802,820.137,0.0476985,0.985266
