98.5491,0.361753,0.0427483,0.103316,-0.0312791,0.000139295,-0.00182467,0.336248,0.0838257,0.118024,0.226539,0.0691243,0.100957,7.16206,5.56809,6.02544,6.71479,163.239,141.246,132.736,166.01,0.890431,0.846319,0.875433,0.871896,0.267101,0.393347,0.330645,0.313781
97.5689,0.164672,0.018725,0.0452721,-0.0119042,-0.00129261,0.00111792,0.264959,0.0301822,0.106268,0.178357,0.025435,0.0813792,6.9272,6.83823,6.78822,6.96609,107.498,114.221,104.644,115.831,0.942359,0.934975,0.941104,0.937901,0.0725464,0.111254,0.0926394,0.0916533
95.4651,0.37772,0.0288186,0.1651,-0.0995422,-0.00327069,-0.0209282,0.402681,0.0370507,0.189404,0.335659,0.0382694,0.155778,7.37594,5.2659,5.80098,6.78059,193.81,158.797,140.204,202.228,0.865255,0.824907,0.86067,0.846955,0.213308,0.449806,0.341569,0.286931
97.622,0.495136,0.0622946,0.224386,0.0124333,0.0242183,0.0404989,0.311751,0.0731689,0.156243,0.229826,0.0583453,0.162224,11.4824,7.35253,9.22929,10.3065,283.729,186.14,203.744,272.203,0.888444,0.862921,0.891373,0.87679,0.0401293,0.182468,0.0657481,0.0731727
98.4379,0.281228,0.0362061,0.0796137,0.00234894,0.00488451,0.00224928,0.301012,0.0391435,0.109152,0.192785,0.0309145,0.0729154,6.0652,5.17599,5.53,5.70757,90.6783,78.6056,82.0857,86.7233,0.964085,0.958622,0.96249,0.963239,0.0658887,0.159208,0.101419,0.0963238
98.4411,0.430568,0.0762718,0.171399,0.0418343,0.0101677,0.0191723,0.376235,0.0724135,0.162591,0.242563,0.0444886,0.0975206,7.55843,5.76419,6.67505,6.81425,145.317,119.518,126.621,139.466,0.948349,0.928878,0.94711,0.939557,0.095679,0.317784,0.180422,0.200221
97.6573,0.318111,0.0236089,0.0659579,0.0781476,0.010949,0.0193717,0.344133,0.0304458,0.0806923,0.243452,0.0226304,0.0477435,4.96152,4.3844,4.7296,4.72298,62.7597,64.2588,63.5491,65.2231,0.962751,0.951552,0.960048,0.957848,0.054403,0.189669,0.0923742,0.120762
98.2925,0.409498,0.0408156,0.185702,0.220156,0.0166133,0.0829701,0.404267,0.0549843,0.221867,0.358787,0.0521575,0.183612,6.57787,4.91667,5.71749,5.67468,172.608,157.958,134.094,189.819,0.883048,0.831186,0.88204,0.842804,0.257973,0.466718,0.299851,0.394222
98.9893,0.160953,0.0568368,0.201634,0.0865816,0.0264911,0.114224,0.301965,0.078712,0.330923,0.252882,0.0580783,0.273152,3.66164,2.98991,3.30871,3.2537,59.2361,49.8926,47.6855,60.0162,0.847216,0.779219,0.840477,0.793858,0.48146,0.587264,0.512623,0.569533
99.3056,0.324727,0.0408822,0.124704,0.195319,0.0239965,0.0681006,0.236593,0.0324512,0.0787295,0.213994,0.0285148,0.0680477,6.33141,5.19864,5.72283,5.86094,125.946,105.552,101.629,133.151,0.921506,0.907478,0.930745,0.902148,0.0292116,0.0735609,0.0319586,0.050195
99.3005,0.286836,0.00967464,0.0689438,0.230046,0.0233329,0.086024,0.305225,0.0316045,0.0992899,0.31225,0.0320358,0.139976,6.43344,5.00049,5.80399,5.58873,121.292,87.7967,97.3816,117.735,0.909003,0.892558,0.91543,0.880508,0.126033,0.219483,0.145175,0.233922
99.0756,0.103695,0.0121519,0.0880005,0.0400147,0.0132803,0.0530425,0.268714,0.0371152,0.207165,0.213636,0.0394958,0.191193,1.47503,1.3199,1.25543,1.49938,18.6682,19.0528,13.0246,24.9189,0.872686,0.84407,0.853333,0.856761,0.645417,0.695151,0.668052,0.681059
99.0307,0.289976,0.0305489,0.118302,0.0678875,0.0112529,0.0285084,0.339588,0.028284,0.154904,0.234598,0.0250197,0.124508,5.00926,3.93666,4.5386,4.47611,71.4553,61.8268,63.0038,70.957,0.944503,0.917098,0.938191,0.929396,0.199248,0.386769,0.26168,0.30512
