98.4379,0.0492188,0.652051,0.21735,0.00309245,0.000325521,0.000683594,0.00849609,0.0306966,0.0165039,0.00016276,0,0,0.0144857,0.039388,0.0242187,0.000292969,0,3.25521e-05,0.0224284,0.0682292,0.0417969,0.000325521,3.25521e-05,0.000130208,10.3076,6.8208,9.21367,10.22,331.887,140.29,243.823,333.011,0.884693,0.901088,0.915878,0.856179,0.222889,0.227518,0.208935,0.223982
98.4411,0.366569,1.83861,0.961133,0.0463542,0.00257161,0.0104167,0.0233398,0.147656,0.089388,0.00244141,0.000130208,0.000748698,0.0290365,0.177311,0.119108,0.00416667,0.000390625,0.00172526,0.031543,0.244108,0.131217,0.00621745,0.000358073,0.00172526,9.36763,8.10488,8.99681,9.64566,315.094,206.274,266.911,349.671,0.909788,0.891117,0.923509,0.905579,0.331305,0.305366,0.318912,0.342863
97.6573,0.836133,0.0267253,0.119564,0.0415039,0.000423177,0.00322266,0.084375,0.0280599,0.0728841,0.00478516,0.000195313,0.000520833,0.0989909,0.0786458,0.122331,0.00598958,0.000227865,0.00100911,0.132324,0.203874,0.200456,0.00751953,0.000227865,0.0015625,15.9483,12.1443,15.2177,16.8701,577.671,327.156,511.412,659.815,0.892631,0.904792,0.897948,0.881386,0.099863,0.0506024,0.0628582,0.106432
97.213,0.0707031,0.315137,0.173047,0.0161784,0.00403646,0.0111003,0.00670573,0.0597982,0.0172201,0.00094401,0.000130208,0.000358073,0.0085612,0.0742513,0.023112,0.00146484,0.000390625,0.000683594,0.0120443,0.0974609,0.0341146,0.00143229,0.000585938,0.000976563,16.5867,9.00303,15.8125,14.8928,672.839,313.824,624.941,626.211,0.888909,0.872332,0.893436,0.874147,0.0941034,0.413749,0.106681,0.204869
98.5491,1.00345,3.21738,2.47689,0.0527669,0.0237956,0.0458333,0.108008,0.429688,0.29222,0.00341797,0.00289714,0.00384115,0.129395,0.420703,0.338932,0.00566406,0.00384115,0.0047526,0.135352,0.371549,0.332324,0.0085612,0.00439453,0.00712891,12.5975,10.378,14.2647,13.3107,586.207,290.187,745.156,644.28,0.890152,0.886749,0.878856,0.870297,0.331306,0.232688,0.307119,0.347061
97.5689,0.997624,0.970573,1.22998,0.160156,0.0339844,0.0726888,0.111393,0.320345,0.257259,0.0155273,0.00511068,0.0086263,0.145964,0.403841,0.334668,0.0209961,0.00836589,0.0119792,0.164714,0.476497,0.393717,0.0261393,0.0119792,0.0157552,20.4233,10.4853,19.4087,20.9354,1132.76,255.303,968.327,1166.16,0.851786,0.902946,0.861972,0.832502,0.146074,0.0605004,0.118205,0.136238
95.4651,0.604427,1.32865,1.10947,0.0500977,0.0163411,0.0398438,0.0231771,0.149251,0.0868815,0.00273438,0.000976563,0.00247396,0.0249023,0.156738,0.0832031,0.0054362,0.00107422,0.00380859,0.0297526,0.166667,0.0846354,0.0061849,0.00182292,0.00377604,17.7821,9.80615,18.0487,18.9997,723.45,254.252,731.555,872.413,0.820225,0.874349,0.824378,0.799603,0.0971334,0.166044,0.0962159,0.109596
97.622,0.116569,0.660645,0.398763,0.0226563,0.0125977,0.0241536,0.0220378,0.124219,0.0610677,0.00152995,0.00100911,0.00211589,0.029069,0.189876,0.0832357,0.00328776,0.00172526,0.0023763,0.037207,0.266341,0.118001,0.00380859,0.00234375,0.00397135,15.5247,10.7109,14.7614,16.3537,639.562,280.821,556.298,729.882,0.889015,0.899014,0.904532,0.875212,0.0585376,0.0774805,0.0588929,0.0752176
98.2925,0.0847331,0.189941,0.275098,0.0160482,0.0724935,0.0658854,0.00729167,0.0681966,0.0431966,0.0015625,0.0105469,0.00602214,0.0102865,0.130632,0.0682617,0.00221354,0.0140951,0.00901693,0.0138346,0.264681,0.0958333,0.00348307,0.0180339,0.0111003,16.4943,13.7219,16.7919,13.7789,732.05,517.887,770.026,581.254,0.905522,0.921711,0.906609,0.902265,0.0801424,0.118813,0.0841404,0.245432
98.9892,0.0322917,0.68418,0.446875,0.00745443,0.121973,0.0719727,0.00315755,0.100163,0.0625,0.000455729,0.00589193,0.00286458,0.00478516,0.105762,0.0813477,0.00104167,0.0135417,0.00735677,0.0047526,0.138151,0.10319,0.00113932,0.0183919,0.00924479,6.30294,5.38976,6.30946,5.17682,134.104,117.462,141.378,126.011,0.908148,0.923679,0.93716,0.881339,0.32808,0.367703,0.365722,0.493925
