0.321778,0.0426667,0.0657778,0.0746667,0.136889,0.0302222,0.0248889,0.0586667,0.0355556,0.00533333,0.032,0.032,0.00533333,0,0.00177778,0,0.00355556,0,0,0,0.00177778,0,0,0,21.7739,1143.49,0.915771,0.0729582,21.3879,1089.09,0.907608,0.0773328,20.9029,1020.84,0.890956,0.065645,14.3202,421.37,0.946359,0.0295877,13.3791,371.436,0.944355,0.0183656,12.7701,347.325,0.93281,0.0155311,19.8914,891.647,0.920748,0.0570392,19.107,830.16,0.913522,0.0556106,18.2517,743.876,0.895708,0.0441079,21.4456,1089.09,0.910536,0.0697671,21.5759,1051.11,0.900897,0.0387781,21.613,1018.48,0.88514,0.0317148
0.641778,0.0515556,0.0853333,0.119111,0.362667,0.0408889,0.0746667,0.112,0.211556,0.0622222,0.0782222,0.106667,0.104889,0.00711111,0.0177778,0.0124444,0.0568889,0.0106667,0.00711111,0,0.0284444,0.00177778,0.00355556,0.0142222,24.6634,1499.28,0.889649,0.0924017,25.3288,1469.42,0.876696,0.0424964,26.1227,1481.72,0.864107,0.0251188,17.324,678.696,0.924229,0.0996646,17.1959,636.701,0.917369,0.0425765,17.9942,676.781,0.9042,0.0140356,22.1641,1154.8,0.899219,0.0910053,22.6766,1140.67,0.885725,0.0320566,23.12,1129.05,0.870259,0.0156518,23.024,1351.3,0.880267,0.134322,23.8791,1332.06,0.869614,0.0588677,25.244,1372,0.857429,0.0194857
0.144,0.0302222,0.0248889,0.0462222,0.129778,0.0231111,0.0408889,0.0568889,0.0586667,0.00711111,0.032,0.0515556,0.0408889,0.00711111,0.00355556,0,0.0106667,0.00355556,0.00177778,0,0.00711111,0,0.00177778,0.00355556,25.7177,1505.07,0.866177,0.0593634,25.7052,1506.67,0.858326,0.0653237,25.7483,1502.37,0.830807,0.0554267,19.4169,824.287,0.909182,0.020795,19.0312,812.552,0.896743,0.0173498,18.7231,810.585,0.862364,0.0159263,22.8863,1172.96,0.881758,0.046236,22.5822,1154.59,0.86982,0.0503851,22.2184,1119.12,0.840212,0.0364512,25.5703,1441.65,0.86759,0.0342274,25.6175,1432.86,0.856482,0.0315133,26.073,1444.51,0.831452,0.0247087
0.286222,0.0355556,0.0657778,0.0728889,0.154667,0.0231111,0.032,0.0444444,0.122667,0.0142222,0.0391111,0.0817778,0.0195556,0.00355556,0.00355556,0.00177778,0.0177778,0,0.00177778,0.00355556,0.00177778,0,0.00177778,0,21.9339,1186.12,0.907012,0.0909835,22.4088,1228.15,0.892947,0.0885908,22.1694,1171.21,0.875039,0.0735814,17.2054,675.885,0.929454,0.0343743,16.7506,655.314,0.922203,0.0219709,16.6067,652.411,0.898186,0.0162527,19.6112,932.864,0.916873,0.0751787,19.7548,956.224,0.903232,0.0751033,19.1854,884.409,0.880608,0.0591487,21.549,1154.1,0.902561,0.0719204,22.4474,1230.15,0.885125,0.0430154,22.7923,1206.07,0.871378,0.0318091
0.407111,0.0444444,0.0906667,0.0977778,0.307556,0.0248889,0.0586667,0.0906667,0.158222,0.0302222,0.0604444,0.101333,0.0551111,0.00355556,0.00533333,0.00711111,0.0248889,0.00533333,0.00711111,0.00533333,0.0142222,0,0.00177778,0.00711111,27.7346,1727.14,0.879143,0.0659943,28.4261,1798.26,0.861142,0.0584522,28.6323,1770.71,0.844766,0.0474548,21.765,934.846,0.883198,0.0522644,21.7719,919.899,0.871635,0.0201133,22.2737,956.866,0.840022,0.0126608,25.2879,1387.35,0.885481,0.0491719,25.6434,1416.36,0.867242,0.041103,25.3795,1354.2,0.845571,0.0315199,26.4764,1649.21,0.866881,0.07889,27.453,1711.56,0.848602,0.042899,28.6168,1751,0.830978,0.0232031
0.147556,0.0284444,0.0266667,0.0497778,0.142222,0.0231111,0.0408889,0.0622222,0.0604444,0.0124444,0.0355556,0.0533333,0.0444444,0.00711111,0.00533333,0.00177778,0.0124444,0.00355556,0.00177778,0.00177778,0.00711111,0.00177778,0.00355556,0.00533333,26.1551,1543.99,0.865775,0.0518917,26.0935,1542.18,0.857035,0.0585204,26.2454,1542.02,0.829955,0.0492014,19.8598,849.926,0.905302,0.0219047,19.5459,841.261,0.892091,0.0171526,19.3793,846.054,0.854746,0.0151678,23.4045,1212.75,0.879998,0.0399988,23.0524,1189.22,0.867734,0.0439045,22.7883,1157,0.837219,0.0316835,25.7755,1470.05,0.86536,0.0336303,25.7854,1452.63,0.854017,0.0281393,26.3712,1470.27,0.828628,0.0220299
0.586667,0.0515556,0.0746667,0.0942222,0.371556,0.0462222,0.0675556,0.124444,0.165333,0.0568889,0.101333,0.119111,0.0497778,0.00355556,0.00355556,0.00711111,0.0195556,0.00533333,0.00355556,0.00533333,0.00355556,0,0.00177778,0.00533333,26.8393,1691.77,0.880819,0.0642433,27.5351,1769.62,0.864254,0.0453911,27.9337,1716.12,0.850541,0.031298,19.0416,771.881,0.904639,0.061977,19.2744,770.667,0.891804,0.0269277,19.9333,815.01,0.866599,0.0130192,25.1463,1408.01,0.884088,0.0491137,25.2984,1430.84,0.868611,0.0342003,25.3715,1385.11,0.84497,0.0230307,24.6459,1507.42,0.86886,0.110738,25.7492,1586.33,0.852612,0.0549564,27.1521,1624.11,0.837185,0.0207062
0.403556,0.0568889,0.0924444,0.108444,0.147556,0.0408889,0.0391111,0.0497778,0.0408889,0.016,0.0284444,0.0231111,0.0248889,0.00177778,0,0,0.0248889,0,0.00177778,0.00533333,0.0124444,0,0,0,21.4418,1059.67,0.923389,0.068751,20.3503,931.433,0.920818,0.0703268,20.1323,884.326,0.906576,0.059739,14.5261,429.029,0.946272,0.035253,13.3452,355.585,0.946157,0.0189951,12.9589,339.517,0.938219,0.0148957,19.0245,807.396,0.928451,0.0470612,17.8241,688.037,0.927728,0.0443695,17.331,637.257,0.913331,0.0350197,20.8739,1007.78,0.919915,0.0694795,19.9948,883.296,0.918128,0.0421958,20.0353,852.234,0.904392,0.0331639
0.144,0.0248889,0.0391111,0.0604444,0.0693333,0.00711111,0.0231111,0.0515556,0.0675556,0.0124444,0.0266667,0.0266667,0.0142222,0.00355556,0.00355556,0.00355556,0.00711111,0,0.00177778,0.00355556,0,0,0,0,22.1324,1209.4,0.891357,0.0688909,21.5144,1149.55,0.878684,0.0764408,21.209,1093.69,0.852896,0.0651184,17.035,670.051,0.919975,0.026024,16.0389,607.71,0.909105,0.0189678,15.5314,593.377,0.883483,0.0185537,19.4598,894.655,0.904827,0.0511318,18.6564,836.473,0.890015,0.0495645,17.9667,769.654,0.862101,0.0387986,22.2124,1167.62,0.892605,0.0477103,21.5569,1108.66,0.879093,0.040937,21.5258,1073.94,0.857725,0.0324727
0.522667,0.0586667,0.0728889,0.0764444,0.248889,0.0248889,0.0355556,0.0586667,0.119111,0.032,0.0568889,0.0657778,0.064,0.00355556,0.00533333,0.0106667,0.0302222,0.00355556,0.00888889,0.00533333,0.00177778,0.00177778,0,0,22.633,1197.78,0.914296,0.0743631,21.8319,1054.03,0.909546,0.0613406,21.6521,1013.86,0.899806,0.0520476,14.7218,452.762,0.953663,0.044793,13.6169,383.596,0.954406,0.0209649,13.4632,378.901,0.944122,0.0166552,20.549,968.556,0.919328,0.0571802,19.342,821.07,0.916996,0.0391516,19.0223,781.232,0.906022,0.0327656,21.8292,1162.2,0.911001,0.0802546,21.1832,1027.33,0.906654,0.0448922,21.4126,1018.28,0.89823,0.0334306
