0.141711,0.349274,0.165225,23.4142,0.00978683,0.829404,0.0894222,0.285975,0.151171,23.4917,0.00357493,0.882729,0.210395,0.106918,0,0,1,1,-0.049052,0.257315,11.3609,2893.37,0.561412,0.910298,-0.034417,0.218779,9.79586,2495.29,0.490398,0.930179,-0.0375046,0.088061,0,0,1,1
0.395614,0.487977,0.216577,23.5571,0.0115177,0.64491,0.195965,0.397263,0.191532,23.4405,0.01119,0.772247,0.164917,0.0703609,0,0,1,1,-0.189172,0.447619,29.2058,7438.36,0.596231,0.741587,-0.11755,0.340468,23.5314,5998.16,0.539723,0.836544,-0.0601781,0.0547321,0,0,1,1
0.756583,0.337725,1.46703,339.447,0.212348,0.616008,0.548552,0.495573,0.140541,0.140541,0.718106,0.616971,0.150214,0.0503231,0,0,1,1,-0.120714,0.385918,15.8445,4029.69,0.539737,0.846289,-0.166267,0.433422,29.4921,7508.12,0.51271,0.760378,-0.0224726,0.0299362,0,0,1,1
0.231632,0.421862,0.0899099,0.0899099,0.746993,0.750206,0.107156,0.309257,0.0583784,0.0583784,0.694585,0.868266,0.185631,0.0969084,0,0,1,1,-0.034884,0.341352,14.9214,3794.99,0.522476,0.853093,-0.0121969,0.211742,7.28072,1851.09,0.41701,0.935006,-0.0101487,0.0711272,0,0,1,1
0.466252,0.49021,0.399099,70.4207,0.00132728,0.634566,0.212798,0.409695,0.178919,23.3364,0.0163252,0.765124,0.169604,0.0779087,0,0,1,1,-0.0653224,0.412345,20.2708,5153.36,0.496331,0.800324,-0.0512004,0.293755,13.9914,3561.3,0.477481,0.887763,-0.0203839,0.0488615,0,0,1,1
0.757762,0.344086,1.60883,374.417,0.195997,0.612134,0.522276,0.497159,0.140721,0.140721,0.718538,0.615725,0.147203,0.0504992,0,0,1,1,-0.142728,0.398644,17.4063,4427.94,0.55892,0.832619,-0.156386,0.423888,28.7088,7309.31,0.509559,0.770948,-0.0230669,0.0292595,0,0,1,1
0.338098,0.472056,0.111892,0.111892,0.748616,0.674926,0.144901,0.351918,0.0677477,0.0677477,0.727401,0.829649,0.178088,0.0871301,0,0,1,1,-0.0261189,0.353121,15.2036,3865.39,0.459121,0.851593,-0.0330163,0.237542,9.43568,2401.38,0.49849,0.923715,-0.0157594,0.0512943,0,0,1,1
0.0796444,0.270742,0.0535135,0.0535135,0.629198,0.897236,0.0616889,0.24059,0.0491892,0.0491892,0.575248,0.915109,0.157501,0.0954926,0,0,1,1,-0.0576096,0.241579,11.3512,2893.54,0.58501,0.918834,-0.0345898,0.194811,7.99964,2038.54,0.521019,0.945665,-0.082729,0.0810874,0,0,1,1
0.603213,0.463971,0.878559,187.42,-0.00240568,0.612061,0.32927,0.466605,0.395495,70.2341,0.00400192,0.681884,0.132528,0.0573731,0,0,1,1,-0.319395,0.454386,32.0935,8176.39,0.621315,0.716652,-0.215242,0.405742,30.7468,7837.33,0.563232,0.774696,-0.049463,0.0375204,0,0,1,1
0.120446,0.327015,0.157297,23.4978,0.666245,0.852241,0.094751,0.294087,0.245225,46.9263,0.00122655,0.877787,0.153388,0.0851546,0,0,1,1,-0.0970956,0.300462,15.8986,4053.45,0.632943,0.876474,-0.068227,0.263262,13.8796,3537.84,0.563881,0.902573,-0.0866184,0.0721098,0,0,1,1
